"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"4586";"¿La nueva iluminación LED  mejora la contaminación lumínica de Madrid?";"<p>Hay numerosas propuestas que solicitan que todo el alumbrado de la ciudad sea transforme en alumbrado LED. En principio, el principal argumento es que las luces LED son más eficientes energéticamente. Sin embargo, esto no es cierto(: https://en.wikipedia.org/wiki/Luminous_efficacy). Los LED tienen una eficiencia energética igual a las lámparas actuales de Sodio. Tienen otras ventajas, como que es más sencillo enviar su luz al lugar que se quiere iluminar y por tanto es posible usar lámparas de menor potencia, o es más facil regular la intensidad de las mismas (pero no significa que no se pueda hacer con otros tipos de lámparas).</p>

<p>Sin embargo, las lámparas actuales emiten mucha más luz azul con los consecuentes mayores efectos en el medio ambiente y en las salud de las personas. La elección de este alumbrado se realizó sin el perceptivo estudio de impacto ambiental.</p>

<p>Los LED det tipo de Madrid (hay otros tipos de LED menos contaminantes) producen más de 50% más de Contaminación luminica (SLI) (http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0067798).</p>

<p>¿No deberia realizarse un estudio de impacto ambiental en condiciones para que no aumente la contaminación luminica de Madrid? (https://decide.madrid.es/proposals/3418-por-un-madrid-con-estrellas-y-mas-saludable)</p>

<p> </p>
";"14/04/2016 23";"87";"74";"13";"5";"3065047366";"5188"
"4587";"Cia de Mobiliario Urbano   ----->   despojada tras haberla vaciado de Personal.";"<p>Nos impide la rabia considerar otras aproximaciones más  ( ¿cómo decirlo suavemente? )  diplomáticas: la muy cuestionada -tras investigaciones paneuropeas por su afición al trafico de influencias-  transnacional belga <strong>JeanClaudeDecaux</strong> no ha hecho sino un desembarco más asimilable al <u>abordaje de piratas</u> que al civilizado <em>Leveraged-BuyOut</em> requerible entre consorcios comerciales... se quedó con instalaciones, contratos y maquinaria lanzando POR LA BORDA al resto de efectivos (y sus familias) humanos en el vistoso sector de las Marquesinas, Rotulaciones y demás aditamentos sobre la vía publica hasta hace poco desempeñado aquí en esta capital por la <strong>compañía española de mobiliario urbano</strong> CEMUSA que pasa a ser absorbida / deglutida / excretada.</p>

<p>Llama poderosamente nuestra atención la ausencia de cautelas con las que el Consistorio suele sin embargo proteger en otros conocidos supuestos tanto a los trabajadores sub-rogados como  (en definitiva)  a los clientes finales que somos  -no se olvide-  los propios vecinos de Madrid y demás transeuntes.  Seguimos escuchando un ""clamoroso silencio"" por parte de nuestras Autoridades municipales, quienes a buen seguro no se hallan ignorantes de ninguno de estos extremos.  Por lo que parece exigible no sólo su <u>pronunciamiento oficial</u> sino también -y muy especialmente- las explicaciones a la <em>trancredísima</em> inhibición de que viene haciendo gala frente a tales desmanes.</p>

<p>Casi trescientas personas, más de doscientas cincuenta familias, y la desesperación de sus allegados en suma, vienen presas de la angustia aguardando alguna palabra de aliento.  Y los lectores de este Foro, también.</p>

<p>Exijamos ejemplar rigor en las adjudicaciones, revisando y en su caso retrotrayendo, actuaciones que lesionen irrenunciables PROTECCIONES sociales con tantísimo esfuerzo conseguidas en el pasado.  ¿Dónde queda la confianza puesta por el electorado, y hasta dónde alcanza la soberbia de inoperantes políticos?</p>

<p>Jesús ¡qué vergüenza!</p>

<p> </p>

<p> </p>
";"17/04/2016 20";"21";"14";"7";"0";"3084042939";"466"
"4588";"Lanza tu pregunta para el Pleno Abierto";"<p>El próximo fin de semana celebramos el Pleno Abierto. Tienes aquí toda la información: https://decide.madrid.es/plenoabierto</p>

<p>Envía a continuación tu pregunta para cualquiera de los grupos políticos y apoya las que más te gusten.</p>

<p>Si tu pregunta está entre <strong>las cinco más votadas al finalizar el jueves, te contactaremos para invitarte a formularla en persona</strong> en el Pleno del día 24 a todos los grupos políticos.</p>
";"18/04/2016 12";"238";"223";"15";"788";"3109789182";"19489"
"4589";"Derechos adquiridos...¿papel mojado?";"<p>Buenas tardes a tod@s.</p>

<p>Los empleados de Madrid Movilidad llevamos años luchando por alcanzar determinados derechos que han costado enormes sacrificios para su defensa. </p>

<p>Desde hace dos años y debido a las incongruencias del equipo del gobierno municipal anterior, Madrid Movilidad fue absorbida por la EMT.</p>

<p>Las pasadas elecciones produjeron el esperado vuelco electoral con el que la mayoría de las clases trabajadoras nos identificamos. En aquellos momentos, pensamos que nuestros derechos adquiridos estarían a salvo. Sin embargo, las circunstancias en las que se pretenden fusionar ambos convenios comienzan a darnos alguna pista de las verdaderas intenciones de la mesa negociadora.</p>

<p>Nosotr@s, los trabajadores de Madrid Movilidad _ ya extinta pero con convenio propio aún en vigor_ nos preguntamos y lanzamos a su vez un SOS por la consideración de nuestras pretensiones, que no son otras que las de permanecer y conservar los avances sociales y económicos conseguidos con años de lucha.</p>

<p>Muchas gracias. </p>
";"18/04/2016 18";"57";"45";"12";"17";"3100289129";"2605"
"4590";"#TúPreguntas: Montserrat Galcerán, concejala de Tetuán y Moncloa-Aravaca";"<p>Nací en Barcelona, pero resido en Madrid desde los años 70. Soy doctora en Filosofía por la Universidad Complutense de Madrid y catedrática de la misma universidad donde he desarrollado toda mi carrera académica. He publicado diversos libros y artículos sobre filosofía y política.</p>

<p>Participé en mi juventud en los movimientos antifranquistas hasta el advenimiento del PSOE en 1982 que finalizó aquel ciclo de luchas. Desde los años 90 empecé a participar de nuevo en el movimiento antiglobalización y en las nuevas experiencias de movilización ciudadana. Contribuí a crear la Universidad Nómada, un grupo de producción intelectual actualmente integrado en la Fundación de los Comunes. He participado activamente en los conflictos en defensa de la Universidad con motivo de la implantación del Proceso Bolonia, así como en el movimiento feminista. También formé parte del Foro Social de Madrid.</p>

<p>Me interesan especialmente los temas de educación: como antigua profesora de enseñanza media, actual profesora de Universidad y madre de tres hijos, que han asistido a escuelas públicas, creo tener un buen conocimiento de la educación pública, de sus méritos y deméritos.</p>

<p>Desde junio de 2015 soy concejala presidenta de los distritos de Tetuán y Moncloa-Aravaca. Estaré en este foro de debate para responder a vuestras preguntas el próximo <strong>miércoles 20 de abril a las 10:30 h.</strong> Hasta entonces.</p>
";"18/04/2016 18";"28";"12";"16";"47";"3091828732";"-171"
"4591";"Instalación paneles informativos tiempo de espera autobuses en todo Madrid";"<p>Actualmente sólo algunas paradas de autobus tienen paneles informativos sobre el tiempo de espera de los autobuses.</p>

<p>Una mejora notable del servicio sería que los hubiese en absolutamente todas y cada una de las paradas.   Me refiero, claro está, a paneles ""solares"" y que sean del tipo  ""escritos y silenciosos""  y no a paneles  ""con voz""  que meten demasiado ruido.</p>

<p>Ya sé que hay una aplicación para móviles que nos da el tiempo de espera, pero los ciudadanos no tenemos obligación de tener un móvil y, sobre todo, los turistas tampoco.   Añado que, por ejemplo, en París, hay estos paneles en ""todas"" las paradas.</p>

<p>Ello también nos permitiría a los madrileños el  ""controlar y constatar""  los intervalos de paso de los autobuses y poder hacer propuestas de mejora en tal o cual línea.  También, si tenemos prisa, el saber que el siguiente autobús va a tardar más de 15 minutos en llegar nos permitirá tomar decisiones como ir a pie o tomar un taxi.</p>

<p>De paso, no estaría de más que se aumentase el número de autobuses de la línea 61.</p>

<p> </p>
";"20/04/2016 04";"126";"115";"11";"6";"3120528176";"9492"
"4592";"Un político obtiene el tercer grado y otros que roban menos pagan años dentro";"<p>Barcenas, Mario Conde, Fabra, Rato..</p>
";"20/04/2016 21";"81";"73";"8";"3";"3125208592";"5858"
"4593";"Servicios públicos de calidad para todos";"<p>Los servicios sociales deberían prestarse a través de instituciones y empresas públicas, en las que el objetivo fuera la atención integral y personalizada del ciudadano; especialmente y de forma prioritaria la atención sociosanitaria de las personas más vulnerables y necesitadas, nuestros mayores. Servicios de calidad para todos ellos, que no pueden plantearse como el negocio de unos pocos.</p>
";"21/04/2016 09";"101";"92";"9";"22";"3131920381";"7560"
"4594";"Cobertura móvil Linea 10 Casa de Campo-Puerta del Sur";"<p>La linea 10 de metro es una de las que soporta mayor afluencia de público en Madrid; dando un servicio a ciudades dormitorio como Alcorcón, Móstoles, Pozuelo, Boardilla... y barrios como Campamento, Aluche, Cuatro vientos... Desde la parada de Casa de Campo se pierde la señal de telefonía movil dejando sin servicio a todos estos madrileños.  El trayecto requiere de una inversión no muy amplia para dar este servicio; el recorrido consta de unos 9 kilómetros y de unos 22 minutos aproximadamente.</p>
";"21/04/2016 11";"63";"49";"14";"3";"3126726234";"2722"
"4595";"Utilidad monitores de vagones en linea 10 de metro";"<p>Volver a dar uso de los monitores de los vagones en linea 10 de metro, asi se podría indicar las incidencias en el servicio de metro de Madrid.</p>

<p>Además se le podría dar un uso publicitario de carácter público (publicidad de exposiciones, teatro, eventos de la Comunidad y del Ayuntamiento) informando de las novedades de la región, como ya existe en las paradas; y uso publicitario privado (empresas privadas) para obtener beneficios económicos que repercutan en una bajada en el precio del billete y/o mejora de las instalaciones y servicios de Metro de Madrid</p>
";"21/04/2016 11";"66";"60";"6";"2";"3130432166";"4909"
"4596";"ESTRUCTURAS DE OPRESION Y DESTRUCCION DE LA VIDA SOCIAL EN MADRID";"<p>QUIERO ENTABLAR UN DEBATE SOBRE LOS MECANISMOS DE EXTERMINIO DE LA VIDA SOCIAL QUE SE ESTAN APLICANDO DURANTE AÑOS EN ESTA CIUDAD  Y EL RESTO DEL MUNDO.ES EXTREMADAMENTE URGENTE ALERTAR A LA POBLACION SOBRE LOS METODOS DISEÑADOS POR LA ELITE PARA SOMETER A LA HUMANIDAD.TENEMOS QUE ASUMIR NUESTRA RESPONSABILIDAD Y DESCUBRIR LA VERDAD.</p>
";"21/04/2016 13";"35";"12";"23";"120";"3122781048";"-377"
"4597";"Suprimir las ayudas y subvenciones a las grandes superficies y corporaciones";"<p>Buenos días,</p>

<p>A día de hoy las leyes otorgan a las grandes superficies las mismas subvenciones que las pequeñas y medianas empresas. Se propone debatir la posibilidad no de reducir las facilidades y ayudas a las grandes superficies y corporaciones, sino negárselas de lleno. Las ayudas del Estado Español y de las Comunidades, es decir, las ayudas públicas debieran de ser única y exclusivamente para los que las necesitan, no para los que las piden.</p>

<p>Llevamos en crisis ya ¿cuanto tiempo? Una gran superficie no dejará de vender en España por no recibir ayudas ni subvenciones si el negocio es bueno, y en España el negocio es rotundamente bueno. Séase el caso de Carrefour:</p>

<p>- De siempre, se otorga subvenciones a quien de trabajo al sector femenino (cuantos cajeros masculinos hay en Carrefour? y en el Corte Inglés?).</p>

<p>- De siempre, se otorga subvenciones a quien contrate a sectores minoritarios, como los extranjeros (qué porcentaje de cajeros/as son españoles en las grandes superficies?)</p>

<p>No busco discriminar. Busco que las grandes superficies NO TENGAN la posibilidad de verse subvencionadas por acciones legales que buscan la ayuda mutua: ""te doy trabajo, te devuelvo una parte de lo que pagas"". Teniendo todavía en mente el caso de Carrefour, aporto este link: </p>

<p>http://www.eleconomista.es/distribucion/noticias/7034845/09/15/Carrefour-cuadruplica-su-beneficio-neto-en-Espana-y-mantiene-las-ventas.html</p>

<p>Me parece muy bien que el sector de las grandes superficies y corporaciones ganen mucho dinero. Ello quiere decir que existe negocio en España. Ahora, las arcas públicas no debieran de estar para ayudar a las grandes superficies, sino a los negocios que realmente necesiten este tipo de ayuda: las empresas pequeñas y medianas. Las grandes superficies se benefician ya de por si de comprar en origen productos lascívamente baratos para luego venderlos en sus grandes superficies a un valor disponible para quien pueda comprarlo, como por ejemplo el Atún al Natural de marca Carrefour, el pack de 3 latas pequeñas, por 3.15eur*, como puede comprobarse en el Centro Comercial La Gavia. El resto de precios en este hipermercado para el resto de sus productos es similar. </p>

<p>* Precio comprobado en la etiqueta del lineal donde está expuesto para la venta, el 21/04/2016.</p>

<p>No estoy aquí para solicitar que bajen los precios de los productos alimencios en Carrefour. Ellos hacen negocio, y marcan precios. La gente decide si los compra o no. Ahora, aquí sí se propone debatir si una gran superficie DEBE PERCIBIR SUBVENCIONES. Teniendo en cuenta el link aportado, entiendo que NO.</p>

<p>Muchas gracias por leer mi propuesta.</p>

<p>Espero que se pueda debatir, y espero... que tras su debate, llegue la petición a hacerse efectiva, porque simplemente, no me parece justo que los que más tienen, saquen provecho de las ayudas que el Estado (y las Comunidades Autónomas) otorga. Pueden salir adelante por sí solos.</p>
";"22/04/2016 14";"126";"115";"11";"5";"3144690217";"9492"
"4598";"¿Sirve para resolver algo esta página, o sólo es desahogo?";"<p>Tengo la impresión de que sólo para desahogo.</p>

<p>Mis quejas principales (ruido nocturno, de borracheras, vandalismo, etc.) y la limpieza en calles del centro debido al poco civismo (cacas, transeúntes que también mean porque ven a otros hacerlo impunemente...) están recogidas en varios debates aquí..., desde hace meses. Quedan sepultadas por decenas de otras propuestas, hasta que de nuevo alguien la ""refresca"", abre de nuevo lo que estuvo abierto con otro título y frases... </p>

<p>No veo utilidad en este instrumento sino acopio de quejas que ahí quedan...</p>
";"25/04/2016 14";"119";"103";"16";"12";"3173223923";"7530"
"4599";"#TúPreguntas: Yolanda Rodríguez, concejala de Ciudad Lineal y Hortaleza";"<p>Hola, Soy Yolanda Rodríguez, Concejala Presidenta de los Distritos de Ciudad Lineal y Hortaleza.</p>

<p>Nací en Madrid, en el barrio de Simancas, estudié en Ciudad Lineal y soy trabajadora del Ayuntamiento de Madrid. Activista social desde hace 26 años. Formo parte de Ganemos desde sus inicios y he participado en asambleas vecinales 15M, en la Coordinadora de Entidades Ciudadanas y el Consejo Territorial de San Blas. También soy cofundadora de la Red de Solidaridad Popular ""La Enredadera Blasca"" y he sido representante sindical en el Ayuntamiento.</p>

<p>Encabezo con ilusión dos Distritos a los que he estado vinculada en mi vida, Ciudad Lineal y Hortaleza. Luchar contra la injusticia social es mi prioridad, si bien las competencias de las Juntas Municipales son aún reducidas.</p>

<p>El próximo día <strong>28 de abril a las 11:30 h.</strong> abriremos un foro de preguntas que puede servir como punto de encuentro para debatir vuestras inquietudes y propuestas. Construyendo un Madrid más justo y abierto.</p>

<p>También os animo a que continuemos el diálogo en los espacios de participación ciudadana de Hortaleza y Ciudad Lineal, que vamos ampliando.</p>

<p>Un saludo y muchas gracias.</p>
";"25/04/2016 17";"44";"28";"16";"81";"3167812718";"763"
"4600";"#TúPreguntas: Rita Maestre, concejala portavoz del grupo municipal Ahora Madrid ";"<p>Hola, soy madrileña del barrio de Ventas, tengo 27 años. Estudié Ciencias Políticas en la Facultad de Políticas y Sociología de la Universidad Complutense. Soy portavoz del gobierno en el Ayuntamiento de Madrid y delegada del área de Coordinación de la Junta de Gobierno y Relaciones con el Pleno. Un Ayuntamiento donde, desde Ahora Madrid, estamos desarrollando unas políticas que estén al servicio de la gente. Por ejemplo, en estos 10 meses hemos reducido la deuda en 871 millones de  y, al mismo tiempo, aumentado el gasto social un 26,1 %.</p>

<p>Tenemos un largo trabajo por delante para ejecutar también unos presupuestos que demuestran que se puede ser austero y al mismo tiempo aumentar ese gasto social.</p>

<p>Estaré aquí para responder a vuestras preguntas el <strong>martes 3 de mayo a las 12:00 h.</strong> Saludos.</p>
";"29/04/2016 16";"75";"29";"46";"104";"3199760240";"-657"
"4601";"suciedad en madrid";"<p>Hoy viernes 29 de abril, he visto como un hombre de unos 60 años en la linea 6 de autobus ha quitado la pegatina de su botella de agua, y la ha tirado troceada entre el suelo del autobus y la calle cuando se abrian las puertas, no es la primera vez que veo algo asi, y curiosamente siempre son personas mayores.</p>
";"29/04/2016 18";"122";"118";"4";"9";"3217878863";"11026"
"4602";"¿Consideras que falta coordinación en la web de participación ciudadana?";"<p>Desde que me registré en Madrid Decide, veo muy necesario que se realice un control de calidad estricto en la coordinación de los asuntos de participación ciudadana.</p>

<p>Por un lado, no es comprensible que la página de ""PROCESOS SECTORIALES"" solo tenga dos temas (Plaza de España y Ordenanza de Transparencia), cuando existen tantos proyectos dispersos que no se están beneficiando de la creciente base de usuarios que tiene esta web: mercado de frutas de Legazpi, alegaciones a distintos proyectos como el centro comercial en Madrid Río... Algunos de ellos (Legazpi) tienen su propia página web. Otros, como el proyecto de reforma de la plaza Barceló (distrito Centro), no tuvieron ninguna web de participación ciudadana, y por tanto muchos ciudadanos no están mínimamente informados sobre los mismos.</p>

<ul>
	<li>Propuesta: Un epígrafe dedicado a cada uno de ellos serviría para abrir un debate para determinar su necesidad y conocer el proyecto en sí mismo, y un sistema de etiquetas y colores daría información sobre el trámite administrativo, apertura y cierre de la fase de votación, participación en una encuesta, presentación de una alegación, etc.</li>
</ul>

<p>En las áreas de ""DEBATE"" y de ""PROPUESTAS"" algunos grandes temas aparecen dispersos en cientos de propuestas distintas, muchas de ellas formuladas de manera repetitiva e imprecisa, cuando podrían tener un lugar destacado dentro del cual la información se pudiese agrupar y ordenar en distintos subforos. Es el caso de los carriles bici, el concurso público de bancos para sentarse, los aseos públicos, los centros deportivos, biciMAD, EMT, parques y jardines, limpieza viaria, etc.</p>

<ul>
	<li>Ejemplo: Dentro de un gran capítulo titulado ""CARRILES BICI"" se pueden presentar encuestas sobre su necesidad, número, ubicación, recorrido, puntos estratégicos que deben conectar (zonas residenciales, oficinas, centros deportivos, centros educativos), objetivos que se deben perseguir (eficiencia, establecer una vía rápida para atravesar la almendra central, conectar los distritos vecinos que actualmente tienen déficit de transporte público, como Moratalaz y Vallecas, debido a la configuración radial y no mallada de la red de metro), estimaciones presupuestarias de cada una de las ejecuciones...</li>
</ul>

<p>Además, la forma en que la información está presentada en las diferentes webs del Ayuntamiento no responde a un criterio visual homogéneo: sitios sin diseño adaptativo frente a otros que sí lo incorporan, diferentes tipografías, no respeto a la identidad corporativa del Ayuntamiento (colores, logo del Ayuntamiento, tamaño de los banner).</p>

<ul>
	<li>Ejemplo: La página de participación ciudadana ""DATOS ABIERTOS"", cuya reforma aparece anunciada desde que se creó este website en septiembre de 2015, a día de hoy mantiene todavía el diseño antiguo.</li>
</ul>

<p>Por último, desconozco si hay o no un manual de identidad corporativa que determine qué criterios técnicos deben reunir todas las páginas web del Ayuntamiento.</p>

<ul>
	<li>Propuesta: Si no hay manual corporativo tiene que haberlo; y si lo hay y no se respeta tiene que respetarse, porque la transparencia institucional también pasa por la correcta ordenación de la información de los sitios web oficiales.</li>
</ul>
";"30/04/2016 14";"124";"120";"4";"2";"3225904818";"11225"
"4603";"¿Qué pasa con las obras aprobadas del barrio de adelfas?";"<p>Aunque se aprobó el plan urbanístico del barrio de adelfas y en la página del ayuntamiento se indica que las obras empezarán antes del verano de 2015, las obras no han empezado.</p>

<p>La calle Barrilero no está asfaltada en su totalidad y carece de aceras en la parte última de la calle . Además, los coches aparcan en las aceras y rara es la vez que la policía pone multas.</p>

<p>Aunque en una reunión de distrito nos dijeron que estimaban que las obras empezaran en Febrero estamos casi en Mayo y aún no han empezado.</p>

<p>¿Qué pasa con las obras?</p>

<p> </p>

<p> </p>
";"30/04/2016 21";"20";"14";"6";"0";"3215165130";"560"
"4604";"Elecciones. Más programa y menos marketin.";"Me apena que la política sea un producto de marketin de manera que el que tiene más recursos pueda atraer a más adeptos. Votamos influidos por campañas de imagen más que por el fondo de los programas de gobierno. Programas de gobierno que al final son también un producto de publicida, todos son buenos, bonitos y baratos. Habrá alguna manera de acabar con eso? Es triste que votemos a unos colores, como si fuesemos hinchas de un equipo de fútbol. Podemos decir que votamos con objetividad? Que se puede hacer para cambiar esto? ";"02/05/2016 10";"84";"81";"3";"11";"3242744651";"7521"
"4605";"Eliminar los festejos taurinos y las subvenciones";"<p>He creado este debate para dar a conocer. La propuesta ciudadana https://decide.madrid.es/proposals/105-eliminar-los-festejos-taurinos-y-las-subvenciones ya que hace varios meses que no se destaca en esta página. Que conste que la propuesta no es mía. Está visto que en esta página ninguna propuesta va a alcanzar los apoyos necesarios son demasiados 54128 en tan solo un año para superar la primera fase. La que más tiene hasta ahora son 24704 no llega ni a la mitad y le falta poco para caducar. Aun así yo soy optimista y tengo esperanza o que los apoyos sirvan por lo menos de protesta.</p>

<p>Esta propuesta es la que tiene más apoyos relacionada con los derechos de los animales, eso no quiere decir que sea la mejor.  Y si creo este debate no es para desprestigiar otras propuestas. Por supuesto que hay que seguir apoyando propuestas en contra del maltrato animal. Pero quiero hacer un llamamiento para apoyar esta porque el 15 de septiembre dejara de recibir apoyos: https://decide.madrid.es/proposals/105-eliminar-los-festejos-taurinos-y-las-subvenciones.  Apoyarla y compartirla, gracias.</p>

<p>Os dejo también aquí la recopilación de propuestas relacionadas con toros: https://decide.madrid.es/proposals/8930-recopilacion-de-propuestas-relativas-a-toros.</p>
";"02/05/2016 14";"238";"172";"66";"23";"3241083764";"7660"
"4606";"Pleno Ordinario 11/05/2016 de Junta Municipal de Fuencarral - El Pardo";"<p>El próximo 11 de mayo tenemos Pleno en la Junta de Fuencarral - El Pardo.</p>

<p>Este es el Orden del Día: </p>

<p>http://www.madrid.es/UnidadesDescentralizadas/FuencarralElPardo/Orden/2016/11mayo2016.pdf</p>

<p>Te invitamos a que eches un vistazo a los diferentes puntos y nos dejes tu opinión en este debate.  </p>

<p> </p>
";"06/05/2016 14";"13";"5";"8";"2";"3264367408";"-115"
"4607";"#TúPreguntas: Marta Gómez, concejala de San Blas-Canillejas y Barajas";"<p>Hola a tod@s,</p>

<p>Soy Marta Gómez Lahoz, y actualmente ocupo el puesto de Concejala Presidenta de los distritos de San Blas Canillejas y de Barajas.</p>

<p>Tengo 49 años, soy licenciada en Matemáticas por la Facultad de Ciencias de la Universidad Autónoma de Madrid y tengo el grado de licenciada en Oceanografía, Climatología y Mecánica de Fluidos por la Facultad de Físicas de la Universidad de Alcalá de Henares.</p>

<p>Hasta el momento en que fui elegida concejala en el Ayuntamiento de Madrid, trabajaba en el Organismo Público Puertos del Estado, en el que ocupaba el puesto de Jefe de Departamento. Durante estos años de experiencia profesional he gestionado numerosos proyectos de Investigación, Desarrollo e Innovación (I+D+I), tanto nacionales como internacionales.</p>

<p>En los últimos años he formado parte activa de todo el tejido social de mi distrito, San Blas-Canillejas, centrando mi actividad en la defensa de los servicios públicos. En ese sentido me incorporé a la Plataforma Contra la Privatización del Canal de Isabel II y formé parte del lanzamiento de la llamada Marea Azul, un movimiento en defensa del agua pública siendo una de las promotoras de la organización de la consulta ciudadana sobre la privatización del Canal de Isabel II.</p>

<p>En febrero de 2014 participé en la fundación del círculo de Podemos de San Blas-Canillejas y a él pertenezco desde entonces.</p>

<p>El próximo <strong>martes 10 de mayo a las 13 h</strong>. estaré en este foro de debate para responder a todas vuestras preguntas y conocer también vuestras inquietudes y propuestas.</p>

<p>Os espero.</p>
";"06/05/2016 14";"48";"36";"12";"58";"3278537904";"1800"
"4608";"Si quieres que repongan un árbol cortado llama al 010 o al 915 298 210";"<p><strong>La vía con más posibilidades para que repongan un árbol cortado es llamar al 010 o al 915 298 210 (atención al ciudadano) e informar de la ubicación exacta</strong>,<strong> calle y número,</strong> <strong>puedes dar los datos de hasta 5 árboles cortados en cada llamada.</strong></p>

<p>Después de mi frustrada experiencia al comunicarme con los responsables de Medio Ambiente del Ayuntamiento de Madrid, así como con el partido gobernante, o de publicarlo e insistir desde esta página Decide.Madrid.es, con el fin de que repusieran un enorme número de árboles de los cuales tenía constancia, he podido constatar que es más fiable dirigirse al 010. Quizás esto se debe a que la notificación pasa directamente a los técnicos, ya que hacerle llegar la petición a los políticos he podido comprobar que es como hablar con la pared, por muy ecologistas que digan ser.</p>

<p>Así que, os animo a que llaméis porque si esto no lo hacemos nosotros mismos nadie lo hará. Si quieres un barrio y una ciudad más verde, colabora llamando. ¡Difunde, por favor!</p>
";"06/05/2016 20";"101";"97";"4";"9";"3287742066";"8931"
"4609";"¿Por que se quiere un Madrid sin rascacielos?";"<p>A raíz de las noticias publicadas sobre la operación chamartín: </p>

<p>http://www.elconfidencial.com/empresas/2016-05-10/carmena-operacion-chamartin-distrito-castellana-norte-madrid-puerta-norte_1197480/</p>

<p>http://www.elconfidencial.com/empresas/2016-05-09/el-ayuntamiento-de-madrid-presenta-su-nueva-operacion-chamartin_1197111/</p>

<p>Vuelvo a comprobar una vez más como desde muchas instancias supuestamente progresistas se intenta paralizar la construcción de este tipo de edificaciones en nuestra ciudad, y de verdad que no lo entiendo. Se escudan en suspuestos pelotazos y especulación urbanistica del pasado, y es cierto que se ha dado. Pero, en un nuevo plan de ordenación urbana que se realiza desde el ayuntamiento. ¿Donde está el pelotazo y la especulación? He leido y escuchado muchas veces que son caros, si es cierto. ¿Pero acaso los promotores de estos edificios no son entidades privadas?</p>

<p>A mi modo de ver las construcciones en altura que se han ejecutado en Madrid se han realizado mal. Se han aislado del resto de la ciudad en en polos con un urbanismo totalmente diferenciado y con apenas conexión con el resto de la ciudad como Azca, o generando espacios artificiales y absurdos como en las cuatro torres. Quizás por esto se ha vilipendiado a estas edificaciones sin llegar a comprender sus ventajas.</p>

<p>Las edificaciones en altura son mas respetuosas con el entorno por varios motivos, menor utilización de suelo, concentración de recursos y población que propician mas eficiencias y economias de escala. Si a esto añadimos la ubicación de estos edificios agrupados y conectados con el resto de la ciudad como se ha hecho tradicionalmente en las ciudades de América y ciertos barrios de Europa, dotamos a la ciudad de centros de alta actividad y vida propiciados por la concentración de población. Lo que a píe de calle implica la creación multitud de comercios y servicios. </p>

<p>Esto en Madrid no se ha hecho así, se decidió asilar estos edificios del resto de la ciudad intercalando espacios meramente estéticos y sin vida. ¿Es tan trasgresivo construir rescacielos a pié de calles con comercios en sus bajo? ¿Necesitamos todos esos miniparques entre esos edificios?</p>

<p>Respecto a la ciudad no solo sería beneficioso desde el punto de vista funcional, sino que a mas edificabilidad y mas metros cuadrados construidos se genera mayor recaudación de impuestos para proporcionar los mismos servicios que a edificaciones convencionales.</p>

<p>Aparte hay que sumar la utilidad estética y de atracción internacional que generan estos edificios.</p>

<p>¿Porqué esa animadversión a los rascacielos en Madrid?</p>
";"11/05/2016 17";"88";"65";"23";"37";"3330074463";"3102"
"4610";"cibeles limpita";"<p>pues eso, que la limpien</p>
";"12/05/2016 13";"55";"45";"10";"0";"3338378594";"2863"
"4611";"buses y metro para bicicletas";"<p>es total mente inutil o a caso tu no andas en bicicleta? para que te quieres ir en bus o metro??</p>
";"12/05/2016 13";"68";"34";"34";"16";"3328391428";"0"
"4612";"#TúPreguntas: Purificación Causapié, concejala portavoz del grupo municipal PSOE";"<p>Estimados amigos y amigas, soy Purificación Causapié, concejala y portavoz del Grupo Municipal Socialista del Ayuntamiento de Madrid.</p>

<p>Soy una firme defensora de la participación ciudadana y de que las administraciones deben ser transparentes para los ciudadanos y ciudadanas. Por eso considero un acierto espacios como este, para que sean un punto de encuentro entre los representantes políticos y la ciudadanía. Las puertas de los ayuntamientos deben estar abiertas para solucionar los problemas de la gente, por eso quedo a vuestra disposición para que me hagáis llegar vuestras inquietudes y preguntas a través de esta entrevista digital y las conteste el próximo <strong>miércoles 18 de mayo a las 13.00 horas.</strong></p>
";"13/05/2016 13";"73";"41";"32";"128";"3346193265";"505"
"4613";"Zonas interbloques en el diatrito de Moratalaz.";"<p> Para cuando firma el Ayuntamiento de Madrid el convenio de recepción de las zonas interbloques del distrito de Moratalaz con la empresa Reyal Urbis. existe ya un acuerdo del Pleno de la Junta del distrito, votada por unanimidad por todos los grupos politicos de esta actual corpopración, ya hace de ello cinco meses.</p>

<p>¿ Como va el proceso ?</p>

<p>¿ Ya se han sentado con Reyal urbis ?</p>

<p>Quiero saber como va la situación.</p>
";"17/05/2016 14";"26";"21";"5";"2";"3385913041";"1292"
